id	symbol	chr	strand	nprots	ntrans	SV	WT	WT_prots	SV_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000224587	MDC1	HSCHR6_MHC_COX	-	11	11	30665097:30669054	30666000:30669054|30665097:30665208	ENSP00000396484|ENSP00000448434	ENSP00000396124|ENSP00000447084|ENSP00000447697	1	1	792	792	
ENSG00000106819	ASPN	9	-	4	4	95219768:95227201	95222053:95222756|95222850:95227201|95219768:95221914	ENSP00000364694	ENSP00000364693	2	2	233	233	
ENSG00000214021	TTLL3	3	+	25	25	9855030:9859329	9855030:9857758|9857887:9859329	ENSP00000414965|ENSP00000395912|ENSP00000389904|ENSP00000312148|ENSP00000399191	ENSP00000401686|ENSP00000408128|ENSP00000392549|ENSP00000446659	1	1	129	129	
ENSG00000214021	TTLL3	3	+	25	25	9871080:9876365	9876188:9876365|9871080:9874788|9874930:9876365|9874958:9876111	ENSP00000392549|ENSP00000446659|ENSP00000398097|ENSP00000403874	ENSP00000380416|ENSP00000312148|ENSP00000394462|ENSP00000373338|ENSP00000409246	1	2	142	247	
ENSG00000214021	TTLL3	3	+	25	25	9855030:9868681	9862426:9867484|9860605:9862230|9867633:9868681|9859444:9860506|9855030:9859329|9855030:9857758|9857887:9859329	ENSP00000392549|ENSP00000446659|ENSP00000312148	ENSP00000398996	4	5	559	688	
ENSG00000214021	TTLL3	3	+	25	25	9855030:9867484	9862426:9867484|9860605:9862230|9859444:9860506|9855030:9859329|9855030:9857758|9857887:9859329|9859444:9862230	ENSP00000392549|ENSP00000446659|ENSP00000312148|ENSP00000399191	ENSP00000396606	3	4	410	539	
ENSG00000214021	TTLL3	3	+	25	25	9859444:9862230	9860605:9862230|9859444:9860506	ENSP00000392549|ENSP00000446659|ENSP00000312148|ENSP00000398097	ENSP00000399191	1	1	99	99	
ENSG00000156521	TYSND1	10	-	2	2	71899898:71905177	71903729:71905177|71902610:71903598|71899898:71902424	ENSP00000287078	ENSP00000335673	2	2	317	317	
ENSG00000156414	TDRD9	14	+	3	3	104493277:104508406	104493277:104497445|104497601:104498354|104501394:104506533|104506672:104508406|104500407:104501297|104498425:104500297	ENSP00000387303	ENSP00000343545|ENSP00000451637	5	5	573	573	
ENSG00000150938	CRIM1	2	+	4	4	36583767:36668401	36623931:36668401|36583767:36623757	ENSP00000280527	ENSP00000407636	1	1	174	174	
ENSG00000140876	NUDT7	16	+	5	5	77769884:77775479	77769884:77770547|77770641:77775479	ENSP00000457566	ENSP00000268533	1	1	94	94	
ENSG00000140876	NUDT7	16	+	5	5	77759482:77775479	77769884:77775479|77759482:77769725|77769884:77770547|77770641:77775479	ENSP00000457566|ENSP00000268533	ENSP00000387707	1	2	159	253	
ENSG00000140876	NUDT7	16	+	5	5	77756515:77775479	77756515:77759328|77769884:77775479|77759482:77775479|77759482:77769725|77769884:77770547|77770641:77775479	ENSP00000457566|ENSP00000268533|ENSP00000387707	ENSP00000454617	1	3	154	407	
ENSG00000206281	TAPBP	HSCHR6_MHC_QBL	-	7	7	33202018:33209843	33202018:33204732|33204786:33209843	ENSP00000389692	ENSP00000372685|ENSP00000372684|ENSP00000447014	1	1	54	54	
ENSG00000206281	TAPBP	HSCHR6_MHC_QBL	-	7	7	33202018:33210320	33202018:33209843|33210104:33210320|33202018:33204732|33204786:33209843	ENSP00000389692|ENSP00000372685|ENSP00000372684|ENSP00000447014	ENSP00000389929|ENSP00000448168	1	2	261	315	
ENSG00000123106	CCDC91	12	+	19	19	28515449:28603094	28544345:28603094|28515449:28544237	ENSP00000445660|ENSP00000438040|ENSP00000442544|ENSP00000370658|ENSP00000305075	ENSP00000440513|ENSP00000370655	1	1	108	108	
ENSG00000137409	MTCH1	6	-	8	8	36943494:36944975	36944375:36944975|36943494:36944274	ENSP00000362666|ENSP00000399187	ENSP00000362718|ENSP00000362730|ENSP00000338712|ENSP00000362651|ENSP00000419739|ENSP00000437660	1	1	101	101	
ENSG00000262506	C11orf57	HG388_HG400_PATCH	+	10	10	111946367:111951132	111946367:111948938|111949039:111951132	ENSP00000459320|ENSP00000460336|ENSP00000459323|ENSP00000459058|ENSP00000461093	ENSP00000461078	1	1	101	101	
ENSG00000043143	PHF15	5	+	10	10	133909453:133914184	133909453:133912458|133912587:133914184	ENSP00000410568|ENSP00000393804|ENSP00000282605	ENSP00000354425|ENSP00000409961	1	1	129	129	
ENSG00000043143	PHF15	5	+	10	10	133902271:133912458	133902271:133909335|133909453:133912458	ENSP00000410568|ENSP00000393804|ENSP00000282605	ENSP00000384671	1	1	118	118	
ENSG00000167419	LPO	17	+	4	4	56320417:56326421	56320417:56321355|56325000:56326421|56321443:56324839	ENSP00000262290	ENSP00000400245	2	2	249	249	
ENSG00000144668	ITGA9	3	+	3	3	37826570:37860382	37826570:37845314|37845434:37860382	ENSP00000264741	ENSP00000406533	1	1	120	120	
ENSG00000002586	CD99	X	+	6	6	2632496:2637702	2632496:2635646|2635694:2637702	ENSP00000370588|ENSP00000370579|ENSP00000405544	ENSP00000370582	1	1	48	48	
ENSG00000093167	LRRFIP2	3	-	12	12	37107434:37116515	37114374:37116515|37107817:37114281|37107434:37114281|37107434:37107715|37107817:37116515	ENSP00000392217|ENSP00000338727|ENSP00000379705|ENSP00000413026	ENSP00000346349|ENSP00000416364|ENSP00000405480	1	2	93	195	
ENSG00000093167	LRRFIP2	3	-	12	12	37125298:37136283	37125298:37132958|37133030:37136283	ENSP00000392217|ENSP00000338727|ENSP00000416364|ENSP00000405480|ENSP00000409574	ENSP00000346349|ENSP00000379705	1	1	72	72	
ENSG00000093167	LRRFIP2	3	-	12	12	37138152:37170554	37149621:37150128|37144505:37146946|37156587:37162983|37163028:37163126|37151195:37152482|37163183:37169121|37138152:37150128|37169172:37170554|37147015:37149564|37154472:37156545|37150176:37151018|37150176:37154406|37163183:37170554|37151063:37151144|37152557:37154406|37138152:37144415|37154472:37162983	ENSP00000392217|ENSP00000338727|ENSP00000379705	ENSP00000346349|ENSP00000416364|ENSP00000405480|ENSP00000409574	4	12	216	696	
ENSG00000093167	LRRFIP2	3	-	12	12	37107434:37114281	37107817:37114281|37107434:37107715	ENSP00000392217|ENSP00000338727	ENSP00000379705	1	1	102	102	
ENSG00000093167	LRRFIP2	3	-	12	12	37138152:37150128	37147015:37149564|37149621:37150128|37144505:37146946|37138152:37144415	ENSP00000392217|ENSP00000338727	ENSP00000379705	3	3	216	216	
ENSG00000093167	LRRFIP2	3	-	12	12	37150176:37154406	37150176:37151018|37151063:37151144|37151195:37152482|37152557:37154406	ENSP00000392217|ENSP00000338727	ENSP00000379705	3	3	171	171	
ENSG00000093167	LRRFIP2	3	-	12	12	37154472:37162983	37154472:37156545|37156587:37162983	ENSP00000392217|ENSP00000338727	ENSP00000379705	1	1	42	42	
ENSG00000093167	LRRFIP2	3	-	12	12	37163183:37170554	37163183:37169121|37169172:37170554	ENSP00000392217|ENSP00000338727	ENSP00000379705|ENSP00000412206	1	1	51	51	
ENSG00000093167	LRRFIP2	3	-	12	12	37107817:37116515	37114374:37116515|37107817:37114281	ENSP00000392217|ENSP00000338727	ENSP00000413026	1	1	93	93	
ENSG00000172530	BANP	16	+	20	20	88017866:88039696	88017866:88037901|88038018:88039696	ENSP00000286122|ENSP00000444352|ENSP00000376902	ENSP00000411479|ENSP00000347290|ENSP00000432508|ENSP00000376903|ENSP00000438696|ENSP00000347125	1	1	117	117	
ENSG00000172530	BANP	16	+	20	20	88071618:88105675	88098939:88105675|88071618:88098873	ENSP00000286122|ENSP00000347290|ENSP00000376903|ENSP00000438696|ENSP00000376902	ENSP00000289484|ENSP00000432508|ENSP00000347125|ENSP00000444352	1	1	66	66	
ENSG00000167257	RNF214	11	+	6	6	117153253:117153831	117153567:117153831|117153253:117153462	ENSP00000435361|ENSP00000431643|ENSP00000300650|ENSP00000433410	ENSP00000432903	1	1	105	105	
ENSG00000167645	YIF1B	19	-	4	4	38796148:38798068	38797631:38798068|38796148:38797554	ENSP00000337411	ENSP00000343435|ENSP00000329559|ENSP00000375971	1	1	77	77	
ENSG00000133216	EPHB2	1	+	6	6	23219540:23232480	23222972:23232480|23222074:23222907|23219540:23221965|23222074:23222904	ENSP00000363761|ENSP00000383053|ENSP00000363763|ENSP00000363758	ENSP00000363755	2	2	174	177	
ENSG00000100325	ASCC2	22	-	10	10	30221247:30228234	30221770:30228234|30221247:30221611	ENSP00000305502|ENSP00000380877|ENSP00000412382|ENSP00000417032	ENSP00000437570	1	1	159	159	
ENSG00000100325	ASCC2	22	-	10	10	30212063:30228234	30218385:30221076|30221770:30228234|30218454:30221076|30221247:30228234|30221247:30221611|30212063:30218324	ENSP00000305502|ENSP00000380877|ENSP00000437570|ENSP00000412382	ENSP00000397077	2	3	232	460	
ENSG00000096872	IFT74	9	+	9	9	26980618:26984255	26982398:26984255|26980618:26982284	ENSP00000430526	ENSP00000430004|ENSP00000389224|ENSP00000430096|ENSP00000404122|ENSP00000369402|ENSP00000441719|ENSP00000393907|ENSP00000430742	1	1	114	114	
ENSG00000163291	PAQR3	4	-	9	9	79851480:79860194	79856438:79860194|79851480:79856275	ENSP00000344203|ENSP00000425080|ENSP00000421981|ENSP00000378959|ENSP00000370019	ENSP00000426875|ENSP00000295462|ENSP00000422357	1	1	163	163	
ENSG00000261694	ADCK5	HG243_PATCH	+	6	6	145438134:145445574	145438134:145444166|145444240:145445574	ENSP00000455485	ENSP00000456860|ENSP00000456871|ENSP00000456581|ENSP00000455031|ENSP00000456977	1	1	74	74	
ENSG00000131042	LILRB2	19	-	6	6	54780156:54780661	54780156:54780235|54780311:54780661	ENSP00000375628|ENSP00000319960|ENSP00000375629|ENSP00000394130|ENSP00000410117	ENSP00000375626	1	1	76	76	
ENSG00000163219	ARHGAP25	2	+	14	14	69009453:69034408	69009453:69014972|69015089:69034408	ENSP00000295381|ENSP00000386863	ENSP00000420583	1	1	117	117	
ENSG00000163219	ARHGAP25	2	+	14	14	69002553:69034405	69009453:69014972|69002553:69009365|69015089:69034405	ENSP00000417283|ENSP00000439917|ENSP00000386911|ENSP00000386241|ENSP00000418291|ENSP00000417139|ENSP00000438893	ENSP00000420427	2	2	205	205	
ENSG00000090006	LTBP4	19	+	7	7	41120353:41125252	41122927:41123006|41120353:41122795|41120353:41123006|41123131:41125252|41123095:41123097	ENSP00000204005|ENSP00000311905|ENSP00000380031|ENSP00000243562	ENSP00000441054	2	3	123	255	
ENSG00000090006	LTBP4	19	+	7	7	41116564:41117765	41117301:41117765|41116564:41117058	ENSP00000204005|ENSP00000441054|ENSP00000311905|ENSP00000380031	ENSP00000443159	1	1	243	243	
ENSG00000090006	LTBP4	19	+	7	7	41120353:41123006	41122927:41123006|41120353:41122795	ENSP00000204005|ENSP00000311905|ENSP00000380031	ENSP00000243562	1	1	132	132	
ENSG00000090006	LTBP4	19	+	7	7	41125399:41129509	41128573:41128855|41125399:41128306|41128927:41129509	ENSP00000204005|ENSP00000441054|ENSP00000311905|ENSP00000380031	ENSP00000320987	2	2	339	339	
ENSG00000165078	CPA6	8	-	4	4	68423891:68536411	68423891:68430158|68430283:68536411	ENSP00000297770|ENSP00000431112	ENSP00000419016	1	1	125	125	
ENSG00000165078	CPA6	8	-	4	4	68334927:68396003	68334927:68340282|68346476:68396003|68340367:68346273	ENSP00000297770	ENSP00000297769	2	2	288	288	
ENSG00000263138	MEGF11	HSCHR15_1_CTG8	-	4	4	66386823:66428374	66423662:66428374|66386823:66423561	ENSP00000459000	ENSP00000458937	1	1	101	101	
ENSG00000162437	RAVER2	1	+	4	4	65270789:65278421	65270789:65272889|65273158:65278421	ENSP00000360112|ENSP00000294428	ENSP00000397069	1	1	269	269	
ENSG00000172456	FGGY	1	+	6	6	60104048:60125891	60107024:60125891|60104048:60106952	ENSP00000360262	ENSP00000305922|ENSP00000403425|ENSP00000360256|ENSP00000360254	1	1	72	72	
ENSG00000172456	FGGY	1	+	6	6	59787423:59844421	59812071:59844421|59787423:59805630|59805742:59811919	ENSP00000406607|ENSP00000360262|ENSP00000305922|ENSP00000403425	ENSP00000360256	2	2	264	264	
ENSG00000100485	SOS2	14	-	3	3	50671128:50697915	50682151:50697915|50671128:50682092	ENSP00000452553	ENSP00000216373|ENSP00000445328	1	1	59	59	
ENSG00000100485	SOS2	14	-	3	3	50628328:50647290	50628328:50641172|50641271:50647290	ENSP00000216373	ENSP00000445328	1	1	99	99	
ENSG00000174899	C3orf55	3	+	6	6	157289096:157296068	157289096:157289744|157289833:157296068	ENSP00000312323	ENSP00000420317	1	1	89	89	
ENSG00000174899	C3orf55	3	+	6	6	157289096:157317982	157289096:157289744|157289833:157317982	ENSP00000413228	ENSP00000387918	1	1	89	89	
ENSG00000161265	U2AF1L4	19	-	4	4	36235323:36236026	36235442:36235527|36235323:36235392|36235594:36236026	ENSP00000397645	ENSP00000292879|ENSP00000368258	2	2	117	117	
ENSG00000114127	XRN1	3	-	8	8	142031601:142037434	142032017:142037434|142031601:142031978	ENSP00000264951	ENSP00000419683|ENSP00000376707	1	1	39	39	
ENSG00000114127	XRN1	3	-	8	8	142142485:142151503	142144175:142144271|142144381:142145586|142145684:142151503|142142485:142144064	ENSP00000264951|ENSP00000376707|ENSP00000418404	ENSP00000420786	3	3	319	319	
ENSG00000167965	MLST8	16	+	19	19	2256661:2257194	2257112:2257194|2256661:2257036	ENSP00000454698|ENSP00000457870|ENSP00000371888|ENSP00000456405|ENSP00000456944|ENSP00000456046|ENSP00000301724|ENSP00000455458|ENSP00000380313|ENSP00000455046|ENSP00000301725	ENSP00000455475	1	1	76	76	
ENSG00000167965	MLST8	16	+	19	19	2257347:2258451	2258336:2258451|2257347:2258211	ENSP00000457870|ENSP00000371888|ENSP00000456405|ENSP00000456944|ENSP00000301724|ENSP00000380313|ENSP00000455046	ENSP00000455458|ENSP00000301725	1	1	125	125	
ENSG00000141580	WDR45L	17	-	6	6	80585168:80601825	80588899:80601825|80585168:80588797	ENSP00000376139|ENSP00000461488|ENSP00000438383	ENSP00000458738	1	1	102	102	
ENSG00000163840	DTX3L	3	+	2	2	122284918:122289302	122288872:122289302|122284918:122287336	ENSP00000296161	ENSP00000373157	1	1	1536	1536	
ENSG00000262509	BLNK	HG339_PATCH	-	9	9	97969665:97976410	97969665:97975078|97975147:97976410	ENSP00000461050|ENSP00000459669|ENSP00000459778	ENSP00000460444	1	1	69	69	
ENSG00000262509	BLNK	HG339_PATCH	-	9	9	97951850:97959832	97951850:97959240|97956821:97959832|97959291:97959832|97951850:97956665	ENSP00000461050|ENSP00000460444|ENSP00000459669	ENSP00000459778|ENSP00000458753	1	1	51	156	
ENSG00000262509	BLNK	HG339_PATCH	-	9	9	97969665:97987167	97983747:97987167|97969665:97976410|97969665:97975078|97975147:97976410|97976492:97983583	ENSP00000461050|ENSP00000460444|ENSP00000459669|ENSP00000459778	ENSP00000458753	2	3	246	315	
ENSG00000262509	BLNK	HG339_PATCH	-	9	9	97967657:97976410	97969665:97976410|97969665:97975078|97975147:97976410|97967657:97969595	ENSP00000461050|ENSP00000460444|ENSP00000459669|ENSP00000459778	ENSP00000460631	1	2	70	139	
ENSG00000262509	BLNK	HG339_PATCH	-	9	9	97987324:98006741	98002542:98006741|97990592:98002492|97987324:97990551	ENSP00000461050|ENSP00000460444|ENSP00000459669|ENSP00000459778|ENSP00000458753|ENSP00000459006|ENSP00000461057|ENSP00000460631	ENSP00000460699	2	2	91	91	
ENSG00000261443	RAD54L2	HG186_PATCH	+	2	2	51666905:51668136	51666905:51667703|51667820:51668136	ENSP00000455669	ENSP00000455173	1	1	117	117	
ENSG00000167654	ATCAY	19	+	5	5	3885843:3902485	3895196:3902485|3885843:3895125	ENSP00000381466	ENSP00000390941|ENSP00000301260|ENSP00000350325	1	1	71	71	
ENSG00000141562	NARF	17	+	6	6	80439088:80441592	80441181:80441592|80439088:80439689|80439712:80441063|80439088:80440171|80440189:80441061	ENSP00000363739|ENSP00000414678	ENSP00000374656|ENSP00000283996|ENSP00000309899|ENSP00000409710	2	2	138	141	
ENSG00000141562	NARF	17	+	6	6	80417949:80426640	80417949:80422163|80422307:80426640	ENSP00000363739|ENSP00000309899|ENSP00000414678	ENSP00000283996	1	1	144	144	
ENSG00000141562	NARF	17	+	6	6	80426773:80436676	80426773:80430440|80430575:80436676|80436544:80436676|80426773:80436447	ENSP00000374656|ENSP00000283996|ENSP00000363739|ENSP00000309899|ENSP00000409710	ENSP00000414678	1	1	97	135	
ENSG00000089597	GANAB	11	-	11	11	62406583:62407099	62406583:62406831|62406940:62407099	ENSP00000340466|ENSP00000349053	ENSP00000432181|ENSP00000434921|ENSP00000433799	1	1	109	109	
ENSG00000089597	GANAB	11	-	11	11	62400987:62402293	62400987:62401782|62401848:62402293	ENSP00000340466|ENSP00000435306|ENSP00000434805	ENSP00000349053|ENSP00000442962	1	1	66	66	
ENSG00000089597	GANAB	11	-	11	11	62402473:62414034	62406583:62406831|62402473:62406455|62406940:62407099|62407204:62414034	ENSP00000340466|ENSP00000349053	ENSP00000435306|ENSP00000434805	3	3	342	342	
ENSG00000115317	HTRA2	2	+	3	3	74757949:74758466	74758233:74758466|74757949:74758038	ENSP00000258080|ENSP00000399166	ENSP00000312893	1	1	195	195	
ENSG00000115317	HTRA2	2	+	3	3	74759053:74759947	74759053:74759746|74759842:74759947	ENSP00000258080	ENSP00000312893|ENSP00000399166	1	1	96	96	
ENSG00000144040	SFXN5	2	-	5	5	73268061:73285657	73268061:73268736|73268791:73285657	ENSP00000398580	ENSP00000272433|ENSP00000402141|ENSP00000387076|ENSP00000396825	1	1	55	55	
ENSG00000144040	SFXN5	2	-	5	5	73172229:73195577	73188378:73195577|73172229:73188260	ENSP00000272433	ENSP00000402141	1	1	118	118	
ENSG00000144040	SFXN5	2	-	5	5	73195663:73215387	73195663:73198699|73198815:73215387	ENSP00000272433	ENSP00000402141	1	1	116	116	
ENSG00000144040	SFXN5	2	-	5	5	73188378:73215387	73188378:73195577|73195663:73198699|73198815:73215387	ENSP00000272433	ENSP00000387076	2	2	202	202	
ENSG00000144040	SFXN5	2	-	5	5	73247394:73250317	73249706:73250317|73247394:73249651	ENSP00000272433|ENSP00000402141|ENSP00000387076	ENSP00000396825	1	1	55	55	
ENSG00000112175	BMP5	6	-	2	2	55620481:55625255	55620481:55623803|55623914:55625255	ENSP00000359866	ENSP00000391818	1	1	111	111	
ENSG00000215425	DDX39B	HSCHR6_MHC_QBL	-	22	22	31494744:31498378	31494744:31496821|31496914:31497205|31496914:31498378|31496998:31497205|31497333:31498378|31496998:31497170|31496914:31496988	ENSP00000383149|ENSP00000383152|ENSP00000383151|ENSP00000373000|ENSP00000406085|ENSP00000395618|ENSP00000409290|ENSP00000411538|ENSP00000409810|ENSP00000411458|ENSP00000449488|ENSP00000448489|ENSP00000448214	ENSP00000414096|ENSP00000446667	1	3	93	305	
ENSG00000215425	DDX39B	HSCHR6_MHC_QBL	-	22	22	31496914:31498378	31496914:31497205|31497333:31498378|31496998:31497170|31496914:31496988	ENSP00000383149|ENSP00000383152|ENSP00000383151|ENSP00000373000|ENSP00000406085|ENSP00000395618|ENSP00000409290|ENSP00000411538|ENSP00000411458|ENSP00000405374|ENSP00000409451|ENSP00000449488|ENSP00000448489	ENSP00000448214	1	2	128	173	
ENSG00000132694	ARHGEF11	1	-	3	3	156939836:156946775	156939836:156941489|156941609:156946775	ENSP00000357177	ENSP00000354644	1	1	120	120	
ENSG00000164062	APEH	3	+	9	9	49711847:49713127	49711847:49711922|49712055:49713127|49712055:49712616|49712743:49713127	ENSP00000296456|ENSP00000415862|ENSP00000401871	ENSP00000410149|ENSP00000402365	1	2	133	260	
ENSG00000164062	APEH	3	+	9	9	49712055:49713127	49712055:49712616|49712743:49713127	ENSP00000296456|ENSP00000415862|ENSP00000410366	ENSP00000401871	1	1	127	127	
ENSG00000164062	APEH	3	+	9	9	49713653:49714042	49713653:49713811|49713949:49714042	ENSP00000296456|ENSP00000414369|ENSP00000402365|ENSP00000415862	ENSP00000410366	1	1	138	138	
ENSG00000169436	COL22A1	8	-	4	4	139688879:139696668	139688879:139691860|139691920:139696668	ENSP00000303153	ENSP00000387655|ENSP00000443522	1	1	60	60	
ENSG00000112651	MRPL2	6	-	5	5	43022225:43023635	43022225:43023283|43023357:43023635	ENSP00000373404	ENSP00000230413	1	1	74	74	
ENSG00000112651	MRPL2	6	-	5	5	43022225:43025803	43022225:43023283|43023746:43023819|43024184:43025803|43023935:43024045|43023357:43023635|43022225:43023635	ENSP00000373404|ENSP00000230413	ENSP00000419753	3	4	366	440	
ENSG00000105879	CBLL1	7	+	7	7	107394424:107398588	107394424:107395863|107395937:107398588	ENSP00000401277|ENSP00000438110|ENSP00000222597|ENSP00000410615|ENSP00000412126	ENSP00000401175	1	1	74	74	
ENSG00000124493	GRM4	6	-	7	7	34008526:34026751	34024462:34026751|34008526:34024321	ENSP00000363296|ENSP00000445533|ENSP00000437925|ENSP00000437730|ENSP00000440556|ENSP00000398456	ENSP00000363292	1	1	141	141	
ENSG00000159873	CCDC117	22	+	7	7	29169023:29176936	29169767:29176936|29169023:29169713	ENSP00000249064	ENSP00000399536|ENSP00000389478	1	1	54	54	
ENSG00000159873	CCDC117	22	+	7	7	29169767:29179496	29177161:29179496|29169767:29176936	ENSP00000249064	ENSP00000387827	1	1	225	225	
ENSG00000111412	C12orf49	12	-	5	5	117158253:117175595	117158253:117160872|117161029:117175595	ENSP00000261318	ENSP00000446478|ENSP00000442947	1	1	157	157	
ENSG00000111412	C12orf49	12	-	5	5	117155699:117175595	117158253:117160872|117161029:117175595|117157682:117158101|117158253:117175595|117155699:117157568	ENSP00000261318|ENSP00000442947	ENSP00000447722	2	3	266	423	
ENSG00000049283	EPN3	17	+	15	15	48615559:48616548	48616326:48616548|48615559:48616245	ENSP00000268933|ENSP00000460911|ENSP00000392326	ENSP00000408537|ENSP00000439512|ENSP00000440540	1	1	81	81	
ENSG00000049283	EPN3	17	+	15	15	48616677:48618154	48617696:48618154|48616677:48617608	ENSP00000268933|ENSP00000408537|ENSP00000439512	ENSP00000440540	1	1	88	88	
ENSG00000173674	EIF1AX	X	-	2	2	20153960:20159743	20153960:20156657|20156741:20159743	ENSP00000368927	ENSP00000368912	1	1	84	84	
ENSG00000048707	VPS13D	1	+	5	5	12395885:12401837	12398363:12401837|12395885:12398288	ENSP00000350854	ENSP00000348666	1	1	75	75	
ENSG00000169189	NSMCE1	16	-	8	8	27236558:27238041	27236558:27237047|27237168:27238041	ENSP00000355077	ENSP00000457893	1	1	121	121	
ENSG00000198464	ZNF480	19	+	5	5	52803738:52824832	52819216:52824832|52817533:52819087|52803738:52817406|52817533:52824832	ENSP00000346510|ENSP00000417424|ENSP00000334164	ENSP00000418618	1	2	127	256	
ENSG00000198464	ZNF480	19	+	5	5	52817533:52824832	52819216:52824832|52817533:52819087	ENSP00000346510|ENSP00000417424	ENSP00000334164	1	1	129	129	
ENSG00000104812	GYS1	19	-	6	6	49489293:49494559	49489293:49490451|49490643:49494559	ENSP00000317904	ENSP00000263276	1	1	192	192	
ENSG00000104812	GYS1	19	-	6	6	49490643:49496252	49490643:49494559|49494796:49496252|49494741:49496252	ENSP00000317904|ENSP00000406810	ENSP00000437922|ENSP00000445197	1	1	182	237	
ENSG00000104812	GYS1	19	-	6	6	49485633:49488718	49485633:49485977|49486095:49488718	ENSP00000317904|ENSP00000263276|ENSP00000437922	ENSP00000445197	1	1	118	118	
ENSG00000167550	RHEBL1	12	-	4	4	49460485:49462818	49460485:49460751|49460485:49460739|49460819:49462818	ENSP00000301068|ENSP00000447428	ENSP00000409818	1	1	68	80	
ENSG00000139631	CSAD	12	-	17	17	53564287:53567129	53565773:53566130|53566221:53566306|53565226:53565666|53565675:53565676|53564287:53565666|53564287:53565110|53566433:53567129|53564287:53565057	ENSP00000311209|ENSP00000436800|ENSP00000267085|ENSP00000439936|ENSP00000369179|ENSP00000415485|ENSP00000381125|ENSP00000410648|ENSP00000455618	ENSP00000369172|ENSP00000369175|ENSP00000449373	3	4	324	494	
ENSG00000139631	CSAD	12	-	17	17	53564287:53565666	53565226:53565666|53564287:53565110|53564287:53565057	ENSP00000311209|ENSP00000436800|ENSP00000267085|ENSP00000439936|ENSP00000369179|ENSP00000415485|ENSP00000410648	ENSP00000381125|ENSP00000455618	1	1	116	169	
ENSG00000139631	CSAD	12	-	17	17	53565773:53567129	53565773:53566130|53566221:53566306|53566433:53567129	ENSP00000311209|ENSP00000436800|ENSP00000267085|ENSP00000439936|ENSP00000369179|ENSP00000415485|ENSP00000381125|ENSP00000410648|ENSP00000455618|ENSP00000439419|ENSP00000415314|ENSP00000401078|ENSP00000457264	ENSP00000390269	2	2	218	218	
ENSG00000055070	C1orf144	1	+	7	7	16693804:16719723	16717920:16719723|16693804:16717870	ENSP00000383866|ENSP00000391840	ENSP00000383867	1	1	50	50	
ENSG00000055070	C1orf144	1	+	7	7	16693804:16719726	16717920:16719726|16693804:16717870	ENSP00000419589	ENSP00000364740|ENSP00000418012	1	1	50	50	
ENSG00000111361	EIF2B1	12	-	5	5	124107309:124110972	124107309:124109334|124109410:124110972	ENSP00000416250|ENSP00000228958	ENSP00000438060	1	1	76	76	
ENSG00000111361	EIF2B1	12	-	5	5	124109410:124114716	124109410:124110972|124111041:124111591|124111041:124111597|124111704:124114716	ENSP00000416250|ENSP00000228958	ENSP00000443172	2	2	176	182	
ENSG00000248487	ABHD14A	3	+	7	7	52012391:52014409	52014299:52014409|52012391:52014293	ENSP00000439603	ENSP00000418242|ENSP00000420475|ENSP00000273596	1	1	6	6	
ENSG00000248487	ABHD14A	3	+	7	7	52012099:52014852	52014299:52014481|52012391:52012697|52012751:52012940|52012955:52014303|52014645:52014852|52012099:52012275|52012751:52014275|52012391:52014409|52014346:52014587	ENSP00000273596|ENSP00000354140|ENSP00000395914	ENSP00000418824	2	5	286	358	
ENSG00000171102	OBP2B	9	-	3	3	136082724:136083520	136082724:136083227|136083333:136083520	ENSP00000434927	ENSP00000361104|ENSP00000361102	1	1	106	106	
ENSG00000167232	ZNF91	19	-	2	2	23545528:23557440	23556640:23557440|23545528:23556544	ENSP00000300619	ENSP00000380272	1	1	96	96	
ENSG00000105341	ATP5SL	19	-	5	5	41939579:41944123	41942378:41944123|41939579:41942297	ENSP00000221943|ENSP00000403910|ENSP00000301183|ENSP00000441484	ENSP00000397413	1	1	81	81	
ENSG00000105341	ATP5SL	19	-	5	5	41938314:41939442	41938314:41939177|41939340:41939442	ENSP00000221943|ENSP00000397413|ENSP00000403910|ENSP00000441484	ENSP00000301183	1	1	163	163	
ENSG00000079385	CEACAM1	19	-	12	12	43019256:43025419	43019256:43020925|43023388:43025419|43021019:43023107	ENSP00000367304	ENSP00000351165	2	2	375	375	
ENSG00000079385	CEACAM1	19	-	12	12	43016632:43031193	43019256:43020925|43023388:43025419|43026355:43031193|43016632:43023100|43021019:43023107|43016632:43025419|43016632:43019163|43025674:43026076|43016632:43020925|43021018:43025419|43019256:43025419	ENSP00000161559|ENSP00000351165|ENSP00000402431|ENSP00000367304|ENSP00000244291|ENSP00000384709|ENSP00000384083|ENSP00000312184	ENSP00000325946	2	5	534	1002	
ENSG00000079385	CEACAM1	19	-	12	12	43016632:43025419	43019256:43020925|43023388:43025419|43016632:43023100|43021019:43023107|43016632:43019163|43016632:43020925|43021018:43025419|43019256:43025419	ENSP00000161559|ENSP00000351165|ENSP00000402431|ENSP00000367304|ENSP00000384709|ENSP00000312184	ENSP00000244291|ENSP00000384083	1	3	93	468	
